name,size,price,url
Cloud Break Red Blend Black Cloud,1.5L,18.99,https://www.totalwine.com/wine/red-wine/red-blend/cloud-break-red-blend-black-cloud/p/150518015?s=304&igrules=true
Klean Pinot Grigio,750ml,13.99,https://www.totalwine.com/wine/white-wine/pinot-grigio-pinot-gris/low-calorie/klean-pinot-grigio/p/224034750?s=304&igrules=true
Saladini Pilastri Rosso Piceno,750ml,11.99,https://www.totalwine.com/wine/deals/red-wine/montepulciano/saladini-pilastri-rosso-piceno/p/15658750?s=304&igrules=true
Donnachiara Fiano di Avellino,750ml,19.99,https://www.totalwine.com/wine/white-wine/fiano/donnachiara-fiano-di-avellino/p/163560750?s=304&igrules=true
Porta Cabernet Sauvignon Reserva,750ml,9.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/porta-cabernet-sauvignon-reserva/p/108391750?s=304&igrules=true
Firebrand Cabernet,750ml,9.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/firebrand-cabernet/p/143590750?s=304&igrules=true
Spier Chardonnay,750ml,10.99,https://www.totalwine.com/wine/white-wine/chardonnay/spier-chardonnay/p/99549750?s=304&igrules=true
Mallee Point Moscato,750ml,9.99,https://www.totalwine.com/wine/white-wine/muscat-moscato/mallee-point-moscato/p/115247750?s=304&igrules=true
Rondel GOLD Brut Cava,187ml,4.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/cava/brut/rondel-gold-brut-cava/p/130247187?s=304&igrules=true
Campo al Moro Sangiovese Toscana IGT,750ml,12.99,https://www.totalwine.com/wine/red-wine/sangiovese/campo-al-moro-sangiovese-toscana-igt/p/234998750?s=304&igrules=true
La Vostra Prosecco Gift Box,750ml Btls,26.99,https://www.totalwine.com/wine/gift-center/deals/champagne-sparkling-wine/prosecco/brut/la-vostra-prosecco-gift-box/p/238516750?s=304&igrules=true
Neethlingshof Pinotage,750ml,16.99,https://www.totalwine.com/wine/red-wine/pinotage/neethlingshof-pinotage/p/130061750?s=304&igrules=true
Mina Mesa Red Blend Paso Robles,750ml,12.99,https://www.totalwine.com/wine/deals/red-wine/red-blend/mina-mesa-red-blend-paso-robles/p/219795750?s=304&igrules=true
Martin's Pick Up Chardonnay,1.5L,12.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/martins-pick-up-chardonnay/p/163919015?s=304&igrules=true
Villa Conchi Cava Brut Seleccion,750ml,15.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/cava/villa-conchi-cava-brut-seleccion/p/163498750?s=304&igrules=true
Happy Camper Merlot,750ml,10.99,https://www.totalwine.com/wine/red-wine/merlot/happy-camper-merlot/p/15004750?s=304&igrules=true
Double Dog Dare Cabernet,3L Box,14.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/double-dog-dare-cabernet/p/16877031?s=304&igrules=true
Esatto Pinot Grigio,750ml,8.99,https://www.totalwine.com/wine/white-wine/pinot-grigio-pinot-gris/esatto-pinot-grigio/p/231187750?s=304&igrules=true
Armani Moscato Spumante,750ml,18.99,https://www.totalwine.com/wine/champagne-sparkling-wine/muscat-moscato/armani-moscato-spumante/p/130038750?s=304&igrules=true
Stack House Cabernet Sauvignon Napa Valley,750ml,44.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/stack-house-cabernet-sauvignon-napa-valley/p/142192750?s=304&igrules=true
D'Autrefois Sauvignon Blanc,750ml,14.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/dautrefois-sauvignon-blanc/p/132168750?s=304&igrules=true
Kiwi Cuvee Pinot Grigio,750ml,10.99,https://www.totalwine.com/wine/white-wine/pinot-grigio-pinot-gris/kiwi-cuvee-pinot-grigio/p/108813750?s=304&igrules=true
Mascota Vyds La Mascota Cabernet Franc,750ml,15.99,https://www.totalwine.com/wine/red-wine/cabernet-franc/mascota-vyds-la-mascota-cabernet-franc/p/186502750?s=304&igrules=true
Mascota Vineyards Unanime Merlot,750ml,22.99,https://www.totalwine.com/wine/deals/red-wine/merlot/mascota-vineyards-unanime-merlot/p/230219750?s=304&igrules=true
Kitchen Sink Red Blend,750ml,12.99,https://www.totalwine.com/wine/red-wine/red-blend/kitchen-sink-red-blend/p/105067750?s=304&igrules=true
Rocca Felice Barbera d'Alba,750ml,15.99,https://www.totalwine.com/wine/red-wine/barbera/rocca-felice-barbera-dalba/p/94426750?s=304&igrules=true
Renieri Tuscany Experience Gift Box,3-750ml bottles,99.99,https://www.totalwine.com/wine/gift-center/deals/red-wine/sangiovese/renieri-tuscany-experience-gift-box/p/238517750?s=304&igrules=true
Cameleon Cabernet Sauvignon,750ml,14.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/cameleon-cabernet-sauvignon/p/213611750?s=304&igrules=true
Chateau L'Oiseau Bordeaux Blanc,750ml,14.99,https://www.totalwine.com/wine/white-wine/bordeaux-blend/chateau-loiseau-bordeaux-blanc/p/152312750?s=304&igrules=true
Magic Box Sauvignon Blanc,750ml,11.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/magic-box-sauvignon-blanc/p/231184750?s=304&igrules=true
El Prado Tempranillo Cabernet,750ml,8.99,https://www.totalwine.com/wine/red-wine/red-blend/el-prado-tempranillo-cabernet/p/1966750?s=304&igrules=true
Casalino Chianti Classico,750ml,14.99,https://www.totalwine.com/wine/red-wine/sangiovese/casalino-chianti-classico/p/19332750?s=304&igrules=true
Mauro Sebaste Moscato d'Asti,750ml,19.99,https://www.totalwine.com/wine/champagne-sparkling-wine/muscat-moscato/dasti/mauro-sebaste-moscato-dasti/p/108730750?s=304&igrules=true
Bordeaux Excellence Box,3pk-750ml Btls,49.99,https://www.totalwine.com/wine/gift-center/deals/red-wine/bordeaux-blend/bordeaux-excellence-box/p/189709750?s=304&igrules=true
De Margerie Grand Cru Brut Champagne,375ml,26.99,https://www.totalwine.com/wine/new-arrivals/champagne-sparkling-wine/champagne/brut/de-margerie-grand-cru-brut-champagne/p/4032375?s=304&igrules=true
La Belle Angele Chardonnay,750ml,9.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/la-belle-angele-chardonnay/p/233589750?s=304&igrules=true
Ben Ami Merlot,750ml,16.99,https://www.totalwine.com/wine/red-wine/merlot/ben-ami-merlot/p/94863750?s=304&igrules=true
Buttercream Chardonnay Reserve,750ml,19.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/buttercream-chardonnay-reserve/p/214690750?s=304&igrules=true
Firebrand Pinot Noir,750ml,9.99,https://www.totalwine.com/wine/deals/red-wine/pinot-noir/firebrand-pinot-noir/p/143589750?s=304&igrules=true
Phebus Malbec Reserva,750ml,13.99,https://www.totalwine.com/wine/deals/red-wine/malbec/phebus-malbec-reserva/p/16168750?s=304&igrules=true
Paso Ranches Cabernet Sauvignon Paso Robles,750ml,19.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/paso-ranches-cabernet-sauvignon-paso-robles/p/133321750?s=304&igrules=true
Chateau Haut Guillebot Blanc,750ml,17.99,https://www.totalwine.com/wine/white-wine/bordeaux-blend/chateau-haut-guillebot-blanc/p/19961750?s=304&igrules=true
Porta Carmenere Reserva,750ml,9.99,https://www.totalwine.com/wine/red-wine/carmenere/porta-carmenere-reserva/p/38167750?s=304&igrules=true
Eccentric Chardonnay,750ml,10.49,https://www.totalwine.com/wine/new-arrivals/white-wine/chardonnay/eccentric-chardonnay/p/213642750?s=304&igrules=true
Spier Seaward Shiraz,750ml,19.99,https://www.totalwine.com/wine/red-wine/syrah-shiraz/spier-seaward-shiraz/p/213553750?s=304&igrules=true
Dr Heidemanns Dornfelder,750ml,14.99,https://www.totalwine.com/wine/red-wine/dornfelder/dr-heidemanns-dornfelder/p/105826750?s=304&igrules=true
Pasarisa Cab Gualtallary SINGLE VYD,750ml,29.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/pasarisa-cab-gualtallary-single-vyd/p/239116750?s=304&igrules=true
Kaleidoscope Petite Sirah,750ml,14.99,https://www.totalwine.com/wine/red-wine/petite-sirah/kaleidoscope-petite-sirah/p/232047750?s=304&igrules=true
Pierre Henri Morel Cotes du Rhone Villages Laudun Blanc,750ml,15.99,https://www.totalwine.com/wine/white-wine/rhone-blend/pierre-henri-morel-cotes-du-rhone-villages-laudun-blanc/p/118122750?s=304&igrules=true
Gattavecchi Vino Nobile di Montepulciano,750ml,29.99,https://www.totalwine.com/wine/red-wine/sangiovese/gattavecchi-vino-nobile-di-montepulciano/p/11499750?s=304&igrules=true
Bistro Chic Red Blend,750ml,12.99,https://www.totalwine.com/wine/red-wine/red-blend/bistro-chic-red-blend/p/176628750?s=304&igrules=true
Alternate Reality Game Red Blend,750ml,14.49,https://www.totalwine.com/wine/red-wine/red-blend/alternate-reality-game-red-blend/p/213651750?s=304&igrules=true
Firebrand Chardonnay,1.5L,18.99,https://www.totalwine.com/wine/white-wine/chardonnay/firebrand-chardonnay/p/143554015?s=304&igrules=true
Phebus Malbec Rose,750ml,10.99,https://www.totalwine.com/wine/rose-blush-wine/malbec/phebus-malbec-rose/p/113574750?s=304&igrules=true
Bellecourt Vineyards Chardonnay,750ml,12.99,https://www.totalwine.com/wine/white-wine/chardonnay/bellecourt-vineyards-chardonnay/p/159992750?s=304&igrules=true
Cameleon Cabernt Sauvignon No Added Sulfites,750ml,16.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/cameleon-cabernt-sauvignon-no-added-sulfites/p/234468750?s=304&igrules=true
InVino Pinot Noir,750ml,10.99,https://www.totalwine.com/wine/deals/red-wine/pinot-noir/invino-pinot-noir/p/219439750?s=304&igrules=true
Chateau Bel-Air Lussac St Emilion,375ml,14.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-bel-air-lussac-st-emilion/p/97167375?s=304&igrules=true
Muirwood Sauvignon Blanc Arroyo Seco,750ml,14.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/muirwood-sauvignon-blanc-arroyo-seco/p/180880750?s=304&igrules=true
Dubourdieu Liaison Sauvignon Blanc and Semillon,750ml,19.99,https://www.totalwine.com/wine/white-wine/bordeaux-blend/dubourdieu-liaison-sauvignon-blanc-and-semillon/p/226532750?s=304&igrules=true
Les Parcelles Marc Dupas Muscadet Sevre Et Maine Sur Lie,750ml,14.99,https://www.totalwine.com/wine/white-wine/melon-de-bourgogne/les-parcelles-marc-dupas-muscadet-sevre-et-maine-sur-lie/p/172953750?s=304&igrules=true
Torial Cabernet Sauvignon Napa Valley,750ml,69.99,https://www.totalwine.com/wine/deals/new-arrivals/red-wine/cabernet-sauvignon/torial-cabernet-sauvignon-napa-valley/p/171434750?s=304&igrules=true
Winzer Krems Gruner Veltliner Kremser Sandgrube,750ml,15.99,https://www.totalwine.com/wine/white-wine/gruner-veltliner/winzer-krems-gruner-veltliner-kremser-sandgrube/p/95240750?s=304&igrules=true
Crimson Ranch Red Blend,750ml,16.49,https://www.totalwine.com/wine/deals/red-wine/red-blend/crimson-ranch-red-blend/p/161940750?s=304&igrules=true
Magic Box Cabernet Sauvignon,750ml,11.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/magic-box-cabernet-sauvignon/p/236010750?s=304&igrules=true
Diosares Rioja Crianza,750ml,17.99,https://www.totalwine.com/wine/deals/red-wine/tempranillo/diosares-rioja-crianza/p/113967750?s=304&igrules=true
Wildhaven Blazing Red Columbia Valley,750ml,13.99,https://www.totalwine.com/wine/red-wine/red-blend/wildhaven-blazing-red-columbia-valley/p/123222750?s=304&igrules=true
Be Free Dealcoholized Merlot,750ml,9.99,https://www.totalwine.com/wine/red-wine/merlot/be-free-dealcoholized-merlot/p/242861750?s=304&igrules=true
Pour Haus Chardonnay,3L Box,17.49,https://www.totalwine.com/wine/new-arrivals/deals/white-wine/chardonnay/pour-haus-chardonnay/p/133475031?s=304&igrules=true
Browne Site Series Cabernet Sauvignon Horse Heaven Hills,750ml,29.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/browne-site-series-cabernet-sauvignon-horse-heaven-hills/p/181115750?s=304&igrules=true
Donnachiara Fiano di Avellino Empatia,750ml,25.99,https://www.totalwine.com/wine/white-wine/fiano/donnachiara-fiano-di-avellino-empatia/p/236360750?s=304&igrules=true
Champagne Marie de Moy Demi Sec,750ml,44.99,https://www.totalwine.com/wine/deals/champagne-sparkling-wine/champagne/demi-sec/champagne-marie-de-moy-demi-sec/p/238542750?s=304&igrules=true
La Belle Angele Rose,750ml,10.99,https://www.totalwine.com/wine/rose-blush-wine/rose-blend/la-belle-angele-rose/p/233593750?s=304&igrules=true
1858 Sauvignon Blanc,750ml,19.99,https://www.totalwine.com/wine/deals/white-wine/sauvignon-blanc/1858-sauvignon-blanc/p/187691750?s=304&igrules=true
Chateau Haut Bages Liberal Pauillac,750ml,59.99,https://www.totalwine.com/wine/deals/red-wine/bordeaux-blend/chateau-haut-bages-liberal-pauillac/p/75619750?s=304&igrules=true
Pietramerana Nero d'Avola Sicilia DOC,750ml,9.99,https://www.totalwine.com/wine/red-wine/nero-davola/pietramerana-nero-davola-sicilia-doc/p/233410750?s=304&igrules=true
Mother's Choice Organic Red,750ml,13.99,https://www.totalwine.com/wine/deals/red-wine/red-blend/mothers-choice-organic-red/p/111740750?s=304&igrules=true
Neethlingshof Sauvignon Blanc,750ml,13.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/neethlingshof-sauvignon-blanc/p/130063750?s=304&igrules=true
Chateau De Cornemps,750ml,13.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-cornemps/p/57395750?s=304&igrules=true
Les Piliers Viognier,750ml,16.99,https://www.totalwine.com/wine/deals/white-wine/viognier/les-piliers-viognier/p/2335750?s=304&igrules=true
Mascota Vineyards Unanime Reds Gift Pack,3-750ml bottles,64.99,https://www.totalwine.com/wine/gift-center/deals/red-wine/cabernet-sauvignon/mascota-vineyards-unanime-reds-gift-pack/p/231013750?s=304&igrules=true
The Fugitive Red Dry Creek Valley,750ml,29.99,https://www.totalwine.com/wine/deals/red-wine/zinfandel/the-fugitive-red-dry-creek-valley/p/119005750?s=304&igrules=true
Carmen Gran Reserva Sauvignon Blanc,750ml,17.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/carmen-gran-reserva-sauvignon-blanc/p/233768750?s=304&igrules=true
Magic Box Pinot Grigio,750ml,9.99,https://www.totalwine.com/wine/deals/white-wine/pinot-grigio-pinot-gris/magic-box-pinot-grigio/p/231183750?s=304&igrules=true
LYBL Live Your Best Life Cabernet Sauvignon,750ml,17.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/lybl-live-your-best-life-cabernet-sauvignon/p/240446750?s=304&igrules=true
Muirwood Cabernet Reserve Vaquero Vineyard,750ml,19.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/muirwood-cabernet-reserve-vaquero-vineyard/p/107156750?s=304&igrules=true
Sanrocchetto Verdicchio Jesi,750ml,13.99,https://www.totalwine.com/wine/white-wine/verdicchio/sanrocchetto-verdicchio-jesi/p/95861750?s=304&igrules=true
Intruso Jumilla Monastrell Organic,750ml,13.99,https://www.totalwine.com/wine/deals/red-wine/mourvedre-monastrell/intruso-jumilla-monastrell-organic/p/231168750?s=304&igrules=true
Vina Cobos Reptil Cabernet Sauvignon,750ml,39.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/vina-cobos-reptil-cabernet-sauvignon/p/230217750?s=304&igrules=true
Castillo Clavijo Rioja Crianza,750ml,13.99,https://www.totalwine.com/wine/deals/red-wine/tempranillo/castillo-clavijo-rioja-crianza/p/95369750?s=304&igrules=true
Firebrand Bourbon Barrel Red Blend,750ml,13.99,https://www.totalwine.com/wine/red-wine/red-blend/firebrand-bourbon-barrel-red-blend/p/215780750?s=304&igrules=true
Montresor Valpolicella Ripasso Capitel Della Crosara,750ml,19.99,https://www.totalwine.com/wine/red-wine/corvina/montresor-valpolicella-ripasso-capitel-della-crosara/p/97207750?s=304&igrules=true
Dive Bar Mango Moscato,750ml,8.49,https://www.totalwine.com/wine/white-wine/muscat-moscato/dive-bar-mango-moscato/p/234325750?s=304&igrules=true
Albrecht Cremant Brut Rose Tradition,750ml,25.99,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-wine/rose/albrecht-cremant-brut-rose-tradition/p/15866750?s=304&igrules=true
Chateau De Terrefort Quancard,750ml,16.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-de-terrefort-quancard/p/92613750?s=304&igrules=true
Victoria Park Shiraz,750ml,12.99,https://www.totalwine.com/wine/red-wine/syrah-shiraz/victoria-park-shiraz/p/191919750?s=304&igrules=true
Grand Sud Chardonnay,1L,10.99,https://www.totalwine.com/wine/deals/white-wine/chardonnay/grand-sud-chardonnay/p/108018010?s=304&igrules=true
Iter Cabernet Sauvignon Napa Reserve,750ml,31.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/iter-cabernet-sauvignon-napa-reserve/p/133365750?s=304&igrules=true
Dive Bar Watermelon Moscato,750ml,8.49,https://www.totalwine.com/wine/white-wine/muscat-moscato/dive-bar-watermelon-moscato/p/234324750?s=304&igrules=true
Thousand Lives Merlot,750ml,7.99,https://www.totalwine.com/wine/red-wine/merlot/thousand-lives-merlot/p/213635750?s=304&igrules=true
Cais da Ribeira Douro Red,750ml,11.99,https://www.totalwine.com/wine/red-wine/red-blend/cais-da-ribeira-douro-red/p/163504750?s=304&igrules=true
Tesoro della Regina Prosecco,187ml,5.99,https://www.totalwine.com/wine/gift-center/deals/champagne-sparkling-wine/sparkling-wine/tesoro-della-regina-prosecco/p/113795187?s=304&igrules=true
Luc Pirlet Syrah-Mourvedre,750ml,12.99,https://www.totalwine.com/wine/red-wine/syrah-shiraz/luc-pirlet-syrah-mourvedre/p/97162750?s=304&igrules=true
La Ventica Ribera del Jucar Seleccion Tempranillo,750ml,18.99,https://www.totalwine.com/wine/red-wine/tempranillo/la-ventica-ribera-del-jucar-seleccion-tempranillo/p/224662750?s=304&igrules=true
Chemin des Sables Rose IGP Mediterranee,750ml,11.99,https://www.totalwine.com/wine/rose-blush-wine/rhone-blend/chemin-des-sables-rose-igp-mediterranee/p/140005750?s=304&igrules=true
Paso Highlands Cellars Cabernet Sauvignon Paso Highlands,750ml,19.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/paso-highlands-cellars-cabernet-sauvignon-paso-highlands/p/187719750?s=304&igrules=true
Chateau Bois Redon Bordeaux Superieur,375ml,9.99,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-bois-redon-bordeaux-superieur/p/91826375?s=304&igrules=true
Domaine de la Curniere Vacqueyras,750ml,24.99,https://www.totalwine.com/wine/red-wine/rhone-blend/domaine-de-la-curniere-vacqueyras/p/103364750?s=304&igrules=true
Beyer Ranch Cabernet Central Coast,750ml,11.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/beyer-ranch-cabernet-central-coast/p/133360750?s=304&igrules=true
Big Six Bourbon Barrel Zinfandel,750ml,16.99,https://www.totalwine.com/wine/red-wine/zinfandel/big-six-bourbon-barrel-zinfandel/p/178685750?s=304&igrules=true
Pasquier Desvignes Cotes de Provence Rose,750ml,18.99,https://www.totalwine.com/wine/rose-blush-wine/rose-blend/pasquier-desvignes-cotes-de-provence-rose/p/228836750?s=304&igrules=true
1858 Merlot California,750ml,27.99,https://www.totalwine.com/wine/red-wine/merlot/1858-merlot-california/p/235166750?s=304&igrules=true
B Lovely Gewurztraminer,750ml,13.99,https://www.totalwine.com/wine/white-wine/gewurztraminer/b-lovely-gewurztraminer/p/136583750?s=304&igrules=true
Halos de Jupiter Costieres de Nimes Rouge,750ml,16.99,https://www.totalwine.com/wine/deals/red-wine/rhone-blend/halos-de-jupiter-costieres-de-nimes-rouge/p/113395750?s=304&igrules=true
Luc Pirlet Pinot Noir Classique Unoaked,750ml,12.99,https://www.totalwine.com/wine/red-wine/pinot-noir/luc-pirlet-pinot-noir-classique-unoaked/p/108036750?s=304&igrules=true
Mauro Sebaste Barbera d'Asti,750ml,18.99,https://www.totalwine.com/wine/red-wine/barbera/mauro-sebaste-barbera-dasti/p/164402750?s=304&igrules=true
Donnachiara Falanghina Resilienza IGT,750ml,19.99,https://www.totalwine.com/wine/white-wine/falanghina/donnachiara-falanghina-resilienza-igt/p/219294750?s=304&igrules=true
Marques de Monistrol Rose Cava,750ml,13.99,https://www.totalwine.com/wine/champagne-sparkling-wine/cava/rose/marques-de-monistrol-rose-cava/p/92896750?s=304&igrules=true
Sobon Estate Zinfandel Old Vines,750ml,17.99,https://www.totalwine.com/wine/deals/red-wine/zinfandel/sobon-estate-zinfandel-old-vines/p/93854750?s=304&igrules=true
Rondel Brut Cava,187ml,3.99,https://www.totalwine.com/wine/gift-center/deals/champagne-sparkling-wine/cava/brut/rondel-brut-cava/p/60170187?s=304&igrules=true
Eccentric Merlot,750ml,10.99,https://www.totalwine.com/wine/new-arrivals/red-wine/merlot/eccentric-merlot/p/213645750?s=304&igrules=true
Davey Family Shiraz Estate,750ml,21.99,https://www.totalwine.com/wine/deals/red-wine/syrah-shiraz/davey-family-shiraz-estate/p/150523750?s=304&igrules=true
Terramore Organic Nero d'Avola,750ml,12.99,https://www.totalwine.com/wine/deals/red-wine/nero-davola/terramore-organic-nero-davola/p/104966750?s=304&igrules=true
Cardiff Cabernet Sauvignon,1.5L,13.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/cardiff-cabernet-sauvignon/p/104938015?s=304&igrules=true
Tissot Maire Cremant du Jura Brut,750ml,17.99,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-wine/brut/tissot-maire-cremant-du-jura-brut/p/223202750?s=304&igrules=true
Oak Grove Viognier Reserve,750ml,9.99,https://www.totalwine.com/wine/white-wine/viognier/oak-grove-viognier-reserve/p/97853750?s=304&igrules=true
Tensley Syrah Colson Canyon,750ml,49.99,https://www.totalwine.com/wine/red-wine/syrah-shiraz/tensley-syrah-colson-canyon/p/110383750?s=304&igrules=true
Mascota Vineyards Unanime Pinot Noir,750ml,22.99,https://www.totalwine.com/wine/new-arrivals/deals/red-wine/pinot-noir/mascota-vineyards-unanime-pinot-noir/p/230218750?s=304&igrules=true
Puglia Zinfandel by Caleo,750ml,14.99,https://www.totalwine.com/wine/red-wine/zinfandel/puglia-zinfandel-by-caleo/p/176650750?s=304&igrules=true
Castellana Montepulciano,1.5L,13.99,https://www.totalwine.com/wine/red-wine/montepulciano/castellana-montepulciano/p/19840015?s=304&igrules=true
Hall Ranch Zinfandel Paso Robles,750ml,19.99,https://www.totalwine.com/wine/deals/red-wine/zinfandel/hall-ranch-zinfandel-paso-robles/p/224026750?s=304&igrules=true
Cobble Creek Cabernet Sauvignon,750ml,16.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/cobble-creek-cabernet-sauvignon/p/216193750?s=304&igrules=true
Bougrier Pure Loire Touraine Sauvignon Blanc,750ml,19.99,https://www.totalwine.com/wine/deals/white-wine/sauvignon-blanc/bougrier-pure-loire-touraine-sauvignon-blanc/p/162174750?s=304&igrules=true
Dive Bar Peach Moscato,750ml,8.49,https://www.totalwine.com/wine/white-wine/muscat-moscato/dive-bar-peach-moscato/p/224021750?s=304&igrules=true
Martin's Pick Up Shiraz,1.5L,12.99,https://www.totalwine.com/wine/deals/red-wine/syrah-shiraz/martins-pick-up-shiraz/p/163920015?s=304&igrules=true
Casalino Pinot Noir,750ml,9.99,https://www.totalwine.com/wine/red-wine/pinot-noir/casalino-pinot-noir/p/130034750?s=304&igrules=true
Chateau de Nages Buti Nages Nimes Blanc,750ml,14.99,https://www.totalwine.com/wine/white-wine/rhone-blend/chateau-de-nages-buti-nages-nimes-blanc/p/98398750?s=304&igrules=true
Anam Cara Pinot Noir Nicholas Chehalem Mountains,750ml,44.99,https://www.totalwine.com/wine/red-wine/pinot-noir/anam-cara-pinot-noir-nicholas-chehalem-mountains/p/111905750?s=304&igrules=true
Coltbridge Vineyards Cabernet Sauvignon,750ml,9.99,https://www.totalwine.com/wine/deals/red-wine/cabernet-sauvignon/coltbridge-vineyards-cabernet-sauvignon/p/346679750?s=304&igrules=true
Ohh! Poitou Sauvignon Blanc,750ml,15.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/ohh-poitou-sauvignon-blanc/p/176629750?s=304&igrules=true
Gerd Anselmann Pfalz Dornfelder,750ml,16.99,https://www.totalwine.com/wine/deals/red-wine/dornfelder/gerd-anselmann-pfalz-dornfelder/p/99660750?s=304&igrules=true
L'Auratae Rose,750ml,10.99,https://www.totalwine.com/wine/deals/rose-blush-wine/nero-davola/lauratae-rose/p/219430750?s=304&igrules=true
Geil Gewurztraminer Kabinett,750ml,19.99,https://www.totalwine.com/wine/white-wine/gewurztraminer/geil-gewurztraminer-kabinett/p/99663750?s=304&igrules=true
Mina Mesa Cabernet Paso Robles,1.5L,21.99,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/mina-mesa-cabernet-paso-robles/p/194460015?s=304&igrules=true
Quinta das Carvalhas Ruby Reserva Port,750ml,18.99,https://www.totalwine.com/wine/dessert-fortified-wine/port/ruby-port/quinta-das-carvalhas-ruby-reserva-port/p/129991750?s=304&igrules=true
Domdechant Werner Estate Riesling Trocken,750ml,19.99,https://www.totalwine.com/wine/white-wine/riesling/domdechant-werner-estate-riesling-trocken/p/264632750?s=304&igrules=true
No Curfew Chardonnay,750ml,13.99,https://www.totalwine.com/wine/deals/new-arrivals/white-wine/chardonnay/no-curfew-chardonnay/p/164178750?s=304&igrules=true
Marchese dell'Elsa Moscato Pink,750ml,13.99,https://www.totalwine.com/wine/champagne-sparkling-wine/muscat-moscato/marchese-dellelsa-moscato-pink/p/140065750?s=304&igrules=true
Miglianico Montupoli Montepulciano,750ml,11.99,https://www.totalwine.com/wine/red-wine/montepulciano/miglianico-montupoli-montepulciano/p/94028750?s=304&igrules=true
S Orsola Brachetto d'Acqui,750ml,15.99,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-red-wine/brechetto/s-orsola-brachetto-dacqui/p/219408750?s=304&igrules=true
Donnachiara Greco di Tufo,750ml,20.99,https://www.totalwine.com/wine/white-wine/greco-di-tufo/donnachiara-greco-di-tufo/p/129850750?s=304&igrules=true
Staete Landt Annabel Marl Sauv Bla,750ml,24.99,https://www.totalwine.com/wine/white-wine/sauvignon-blanc/staete-landt-annabel-marl-sauv-bla/p/178739750?s=304&igrules=true
Bend Chardonnay,750ml,10.99,https://www.totalwine.com/wine/white-wine/chardonnay/bend-chardonnay/p/216226750?s=304&igrules=true
Rinaldi Moscato d'Asti,750ml,21.99,https://www.totalwine.com/wine/champagne-sparkling-wine/muscat-moscato/dasti/rinaldi-moscato-dasti/p/97653750?s=304&igrules=true
Castillo Clavijo Rioja Tempranillo,750ml,12.99,https://www.totalwine.com/wine/red-wine/tempranillo/castillo-clavijo-rioja-tempranillo/p/95371750?s=304&igrules=true
Clos D'Angel La Finca Malbec,750ml,18.99,https://www.totalwine.com/wine/red-wine/malbec/clos-dangel-la-finca-malbec/p/139795750?s=304&igrules=true
B Lovely Riesling,750ml,13.99,https://www.totalwine.com/wine/white-wine/riesling/b-lovely-riesling/p/179886750?s=304&igrules=true
Bagoa do Mino Albarino Rias Baixas,750ml,32.99,https://www.totalwine.com/wine/deals/white-wine/albarino/bagoa-do-mino-albarino-rias-baixas/p/1964750?s=304&igrules=true
Clos St Michel Chateauneuf-du-Pape,750ml,41.99,https://www.totalwine.com/wine/deals/red-wine/rhone-blend/clos-st-michel-chateauneuf-du-pape/p/115166750?s=304&igrules=true
